"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"PJM.BGE_month_on_dap - NODAL EXCHANGE",250128,2025-01-28,064DPQ,NODX,01,064 ,   33946,   23329,   30810,    1755,      60,    1149,    1350,       0,       0,    4010,       0,     586,   32179,   32605,    1767,    1341,   33946,   23329,   30810,    1755,      60,    1149,    1350,       0,       0,    4010,       0,     586,   32179,   32605,    1767,    1341,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -230,       0,    -180,    -180,       0,       0,       0,       0,       0,       0,       0,       0,    -180,    -180,     -50,     -50,  100.0,   68.7,   90.8,    5.2,    0.2,    3.4,    4.0,    0.0,    0.0,   11.8,    0.0,    1.7,   94.8,   96.0,    5.2,    4.0,  100.0,   68.7,   90.8,    5.2,    0.2,    3.4,    4.0,    0.0,    0.0,   11.8,    0.0,    1.7,   94.8,   96.0,    5.2,    4.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.9,    91.5,    72.2,    95.1,    50.9,    87.6,    68.8,    87.6,    52.9,    91.5,    72.2,    95.1,    50.9,    87.6,    68.8,    87.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_on_dap - NODAL EXCHANGE",250121,2025-01-21,064DPQ,NODX,01,064 ,   34176,   23329,   30990,    1935,      60,    1149,    1350,       0,       0,    4010,       0,     586,   32359,   32785,    1817,    1391,   34176,   23329,   30990,    1935,      60,    1149,    1350,       0,       0,    4010,       0,     586,   32359,   32785,    1817,    1391,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     105,       0,     -10,     -10,       0,     115,       0,       0,       0,       0,       0,       0,     105,     105,       0,       0,  100.0,   68.3,   90.7,    5.7,    0.2,    3.4,    4.0,    0.0,    0.0,   11.7,    0.0,    1.7,   94.7,   95.9,    5.3,    4.1,  100.0,   68.3,   90.7,    5.7,    0.2,    3.4,    4.0,    0.0,    0.0,   11.7,    0.0,    1.7,   94.7,   95.9,    5.3,    4.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.2,    91.4,    71.4,    95.0,    50.2,    87.6,    68.0,    87.6,    52.2,    91.4,    71.4,    95.0,    50.2,    87.6,    68.0,    87.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_on_dap - NODAL EXCHANGE",250114,2025-01-14,064DPQ,NODX,01,064 ,   34071,   23329,   31000,    1945,      60,    1034,    1350,       0,       0,    4010,       0,     586,   32254,   32680,    1817,    1391,   34071,   23329,   31000,    1945,      60,    1034,    1350,       0,       0,    4010,       0,     586,   32254,   32680,    1817,    1391,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      25,      25,     -50,     -75,       0,      75,       0,       0,       0,       0,       0,       0,      25,      25,       0,       0,  100.0,   68.5,   91.0,    5.7,    0.2,    3.0,    4.0,    0.0,    0.0,   11.8,    0.0,    1.7,   94.7,   95.9,    5.3,    4.1,  100.0,   68.5,   91.0,    5.7,    0.2,    3.0,    4.0,    0.0,    0.0,   11.8,    0.0,    1.7,   94.7,   95.9,    5.3,    4.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.4,    91.3,    71.6,    94.9,    50.3,    87.8,    68.2,    87.8,    52.4,    91.3,    71.6,    94.9,    50.3,    87.8,    68.2,    87.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_on_dap - NODAL EXCHANGE",250107,2025-01-07,064DPQ,NODX,01,064 ,   34046,   23304,   31050,    2020,      60,     959,    1350,       0,       0,    4010,       0,     586,   32229,   32655,    1817,    1391,   34046,   23304,   31050,    2020,      60,     959,    1350,       0,       0,    4010,       0,     586,   32229,   32655,    1817,    1391,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1565,    -905,   -1325,    -170,      40,    -120,     -20,     -50,       0,    -215,       0,     -33,   -1463,   -1488,    -102,     -77,  100.0,   68.4,   91.2,    5.9,    0.2,    2.8,    4.0,    0.0,    0.0,   11.8,    0.0,    1.7,   94.7,   95.9,    5.3,    4.1,  100.0,   68.4,   91.2,    5.9,    0.2,    2.8,    4.0,    0.0,    0.0,   11.8,    0.0,    1.7,   94.7,   95.9,    5.3,    4.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,     24,     14,      6,      4,.,      4,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.4,    91.4,    71.6,    95.1,    50.4,    87.9,    68.3,    87.9,    52.4,    91.4,    71.6,    95.1,    50.4,    87.9,    68.3,    87.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250311,2025-03-11,064DPR,NODX,01,064 ,   29521,   21295,   26505,    1705,     120,    1005,    1200,       0,       0,    1985,       0,     586,   27776,   28216,    1745,    1305,   29521,   21295,   26505,    1705,     120,    1005,    1200,       0,       0,    1985,       0,     586,   27776,   28216,    1745,    1305,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   72.1,   89.8,    5.8,    0.4,    3.4,    4.1,    0.0,    0.0,    6.7,    0.0,    2.0,   94.1,   95.6,    5.9,    4.4,  100.0,   72.1,   89.8,    5.8,    0.4,    3.4,    4.1,    0.0,    0.0,    6.7,    0.0,    2.0,   94.1,   95.6,    5.9,    4.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     13,      4,      4,.,      5,.,      0,      0,.,      0,.,     21,     10,     22,     13,      4,      4,.,      5,.,      0,      0,.,      0,.,     21,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    53.7,    91.8,    71.2,    95.3,    52.5,    88.6,    69.6,    88.6,    53.7,    91.8,    71.2,    95.3,    52.5,    88.6,    69.6,    88.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250304,2025-03-04,064DPR,NODX,01,064 ,   29521,   21295,   26505,    1705,     120,    1005,    1200,       0,       0,    1985,       0,     586,   27776,   28216,    1745,    1305,   29521,   21295,   26505,    1705,     120,    1005,    1200,       0,       0,    1985,       0,     586,   27776,   28216,    1745,    1305,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2095,    -720,   -1730,      35,      30,    -145,    -105,       0,       0,    -905,       0,       0,   -1840,   -1845,    -255,    -250,  100.0,   72.1,   89.8,    5.8,    0.4,    3.4,    4.1,    0.0,    0.0,    6.7,    0.0,    2.0,   94.1,   95.6,    5.9,    4.4,  100.0,   72.1,   89.8,    5.8,    0.4,    3.4,    4.1,    0.0,    0.0,    6.7,    0.0,    2.0,   94.1,   95.6,    5.9,    4.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     13,      4,      4,.,      5,.,      0,      0,.,      0,.,     21,     10,     22,     13,      4,      4,.,      5,.,      0,      0,.,      0,.,     21,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    53.7,    91.8,    71.2,    95.3,    52.5,    88.6,    69.6,    88.6,    53.7,    91.8,    71.2,    95.3,    52.5,    88.6,    69.6,    88.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250225,2025-02-25,064DPR,NODX,01,064 ,   31616,   22015,   28235,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29616,   30061,    2000,    1555,   31616,   22015,   28235,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29616,   30061,    2000,    1555,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   69.6,   89.3,    5.3,    0.3,    3.6,    4.1,    0.0,    0.0,    9.1,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,   69.6,   89.3,    5.3,    0.3,    3.6,    4.1,    0.0,    0.0,    9.1,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.2,    90.8,    70.6,    94.4,    49.8,    87.3,    67.3,    87.3,    52.2,    90.8,    70.6,    94.4,    49.8,    87.3,    67.3,    87.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250218,2025-02-18,064DPR,NODX,01,064 ,   31616,   22015,   28235,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29616,   30061,    2000,    1555,   31616,   22015,   28235,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29616,   30061,    2000,    1555,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   69.6,   89.3,    5.3,    0.3,    3.6,    4.1,    0.0,    0.0,    9.1,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,   69.6,   89.3,    5.3,    0.3,    3.6,    4.1,    0.0,    0.0,    9.1,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.2,    90.8,    70.6,    94.4,    49.8,    87.3,    67.3,    87.3,    52.2,    90.8,    70.6,    94.4,    49.8,    87.3,    67.3,    87.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250211,2025-02-11,064DPR,NODX,01,064 ,   31616,   22015,   28235,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29616,   30061,    2000,    1555,   31616,   22015,   28235,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29616,   30061,    2000,    1555,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     195,     180,     195,       0,       0,       0,       0,       0,       0,       0,       0,       0,     180,     195,      15,       0,  100.0,   69.6,   89.3,    5.3,    0.3,    3.6,    4.1,    0.0,    0.0,    9.1,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,   69.6,   89.3,    5.3,    0.3,    3.6,    4.1,    0.0,    0.0,    9.1,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.2,    90.8,    70.6,    94.4,    49.8,    87.3,    67.3,    87.3,    52.2,    90.8,    70.6,    94.4,    49.8,    87.3,    67.3,    87.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250204,2025-02-04,064DPR,NODX,01,064 ,   31421,   21835,   28040,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29436,   29866,    1985,    1555,   31421,   21835,   28040,    1670,      90,    1150,    1305,       0,       0,    2890,       0,     586,   29436,   29866,    1985,    1555,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2025,    -695,   -1745,     -50,      30,     -60,     -45,       0,       0,    -870,       0,       0,   -1720,   -1775,    -305,    -250,  100.0,   69.5,   89.2,    5.3,    0.3,    3.7,    4.2,    0.0,    0.0,    9.2,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,   69.5,   89.2,    5.3,    0.3,    3.7,    4.2,    0.0,    0.0,    9.2,    0.0,    1.9,   93.7,   95.1,    6.3,    4.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    51.9,    90.8,    70.4,    94.3,    49.6,    87.0,    67.2,    87.0,    51.9,    90.8,    70.4,    94.3,    49.6,    87.0,    67.2,    87.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250128,2025-01-28,064DPR,NODX,01,064 ,   33446,   22530,   29785,    1720,      60,    1210,    1350,       0,       0,    3760,       0,     586,   31156,   31641,    2290,    1805,   33446,   22530,   29785,    1720,      60,    1210,    1350,       0,       0,    3760,       0,     586,   31156,   31641,    2290,    1805,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -195,       0,    -180,    -180,       0,      35,       0,       0,       0,       0,       0,       0,    -145,    -145,     -50,     -50,  100.0,   67.4,   89.1,    5.1,    0.2,    3.6,    4.0,    0.0,    0.0,   11.2,    0.0,    1.8,   93.2,   94.6,    6.8,    5.4,  100.0,   67.4,   89.1,    5.1,    0.2,    3.6,    4.0,    0.0,    0.0,   11.2,    0.0,    1.8,   93.2,   94.6,    6.8,    5.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    51.3,    89.9,    70.1,    93.5,    48.5,    86.0,    66.8,    86.0,    51.3,    89.9,    70.1,    93.5,    48.5,    86.0,    66.8,    86.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250121,2025-01-21,064DPR,NODX,01,064 ,   33641,   22530,   29965,    1900,      60,    1175,    1350,       0,       0,    3760,       0,     586,   31301,   31786,    2340,    1855,   33641,   22530,   29965,    1900,      60,    1175,    1350,       0,       0,    3760,       0,     586,   31301,   31786,    2340,    1855,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     105,       0,     -10,     -10,       0,     115,       0,       0,       0,       0,       0,       0,     105,     105,       0,       0,  100.0,   67.0,   89.1,    5.6,    0.2,    3.5,    4.0,    0.0,    0.0,   11.2,    0.0,    1.7,   93.0,   94.5,    7.0,    5.5,  100.0,   67.0,   89.1,    5.6,    0.2,    3.5,    4.0,    0.0,    0.0,   11.2,    0.0,    1.7,   93.0,   94.5,    7.0,    5.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    50.7,    90.0,    69.4,    93.5,    47.9,    86.0,    66.1,    86.0,    50.7,    90.0,    69.4,    93.5,    47.9,    86.0,    66.1,    86.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250114,2025-01-14,064DPR,NODX,01,064 ,   33536,   22530,   29975,    1910,      60,    1060,    1350,       0,       0,    3760,       0,     586,   31196,   31681,    2340,    1855,   33536,   22530,   29975,    1910,      60,    1060,    1350,       0,       0,    3760,       0,     586,   31196,   31681,    2340,    1855,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      25,      25,     -50,     -75,       0,      75,       0,       0,       0,       0,       0,       0,      25,      25,       0,       0,  100.0,   67.2,   89.4,    5.7,    0.2,    3.2,    4.0,    0.0,    0.0,   11.2,    0.0,    1.7,   93.0,   94.5,    7.0,    5.5,  100.0,   67.2,   89.4,    5.7,    0.2,    3.2,    4.0,    0.0,    0.0,   11.2,    0.0,    1.7,   93.0,   94.5,    7.0,    5.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    50.8,    89.8,    69.6,    93.5,    48.0,    86.2,    66.3,    86.2,    50.8,    89.8,    69.6,    93.5,    48.0,    86.2,    66.3,    86.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
